user_id,item_id,rank_position,recommendation_score
1879,38965,1,0.2507114785571461
1879,283115,2,0.16065852698313918
1879,252319,3,0.15398143726797153
1879,119736,4,0.11558240683550312
1879,241555,5,0.11505192747047985
1879,162139,6,0.10709674624284381
1879,248455,7,0.10349575734291395
1879,318333,8,0.10167721581429423
1879,461686,9,0.09749829485467171
1879,342530,10,0.09590079233668339
2194,9877,1,0.12694103076222374
2194,48030,2,0.0960255979854844
2194,369158,3,0.06725281182493084
2194,464731,4,0.05891717525108394
2194,204494,5,0.047717253142786874
2194,167126,6,0.042362993894309656
2194,23762,7,0.04184125671331602
2194,231482,8,0.04096029836921094
2194,420960,9,0.04052144863412515
2194,461686,10,0.040017498830902776
6699,46156,1,1.1225219665390798
6699,387373,2,0.8865203967248767
6699,9877,3,0.7920402116119998
6699,314789,4,0.6850473691108674
6699,369158,5,0.6842815954821726
6699,144704,6,0.6666256230434499
6699,369447,7,0.6605967159303257
6699,37029,8,0.6573165233451382
6699,115258,9,0.6180621642053148
6699,48030,10,0.6044844278356509
9535,461686,1,0.0821571795227685
9535,9877,2,0.07326482363556182
9535,320130,3,0.0632077334761757
9535,384302,4,0.04753001624497908
9535,248455,5,0.046619548956903956
9535,166306,6,0.04293083146807145
9535,310944,7,0.03947228826444332
9535,228644,8,0.03792918839152715
9535,197642,9,0.03564138886336378
9535,420960,10,0.03472222477419552
12579,445351,1,0.7750535166416525
12579,355994,2,0.5562297739182609
12579,441852,3,0.42114755732993825
12579,37029,4,0.4138515629073953
12579,409804,5,0.36977878407823667
12579,465522,6,0.34272243165439303
12579,109583,7,0.32780321137261115
12579,11279,8,0.32370282597793265
12579,268883,9,0.32134200984727723
12579,439963,10,0.3134575675443986
17676,213834,1,2.3042479297021266
17676,248455,2,2.2628953448891798
17676,109583,3,1.926994451597413
17676,445351,4,1.7225531877247253
17676,9877,5,1.660163006560121
17676,345279,6,1.465251055516125
17676,119736,7,1.465088502486099
17676,190000,8,1.2579772666337563
17676,282385,9,1.2394905484225602
17676,46156,10,1.1922149285143242
21395,409804,1,0.15673742523776596
21395,446820,2,0.07853782603434192
21395,12217,3,0.0485392116342358
21395,36810,4,0.04488861553493171
21395,248605,5,0.039542384248455825
21395,339703,6,0.039177081632444426
21395,420960,7,0.03874429439835527
21395,345694,8,0.0384045489076
21395,238766,9,0.03639266496711328
21395,253615,10,0.03425932002483029
21712,9877,1,0.05772795550886667
21712,48030,2,0.05013217935776889
21712,369158,3,0.03725795147232107
21712,65273,4,0.03202175059262924
21712,464731,5,0.03188743073127405
21712,461686,6,0.028099863791041124
21712,204494,7,0.025466172242939355
21712,228644,8,0.02457242363638312
21712,444593,9,0.02283271463950063
21712,445351,10,0.02234584213737079
33604,272527,1,11.080308655225185
33604,417464,2,0.9623055015075277
33604,37254,3,0.0341985742198642
33604,409804,4,0.032071682689429906
33604,411886,5,0.027275492138211174
33604,198209,6,0.02678854700055552
33604,65580,7,0.025666653930697197
33604,277139,8,0.024661652841445236
33604,424515,9,0.02412867510898545
33604,22436,10,0.021009572262424617
38015,46156,1,1.1966914694210782
38015,369447,2,0.6744111542264036
38015,315543,3,0.6024013048929749
38015,109583,4,0.5895165477746771
38015,314789,5,0.5773896941442898
38015,144704,6,0.5771482915950514
38015,280375,7,0.5725300788739142
38015,198209,8,0.5641387863223898
38015,65273,9,0.5312303769893664
38015,546,10,0.47036247766596867
42552,65273,1,0.07900615015152095
42552,198209,2,0.06773542799772891
42552,316753,3,0.05606942380515744
42552,339703,4,0.03472294087786736
42552,369447,5,0.03385008043074386
42552,98899,6,0.029785698345054085
42552,61303,7,0.025302775556219948
42552,446820,8,0.020301820933228704
42552,22436,9,0.018616081869717253
42552,253615,10,0.016835804779072327
45018,20968,1,2.404092626978618
45018,37254,2,2.3105283473924536
45018,411886,3,1.8401110391435105
45018,65580,4,1.8115909448773655
45018,546,5,1.7691494774964471
45018,277139,6,1.728747916580162
45018,424515,7,1.6678893497519565
45018,390799,8,1.666462003029535
45018,198209,9,1.665419913725135
45018,7943,10,1.5579121286673179
46535,369158,1,0.6944430913914807
46535,318333,2,0.5537422667663964
46535,213834,3,0.5078109723941904
46535,109583,4,0.4801979660923613
46535,445351,5,0.40552904124310074
46535,546,6,0.40289009731899866
46535,338395,7,0.3968037071440731
46535,186702,8,0.3699811745385795
46535,268883,9,0.362511832793663
46535,48030,10,0.3583456332474965
48820,461686,1,0.5131448403294188
48820,320130,2,0.4607849899911076
48820,248455,3,0.3970298566702846
48820,190000,4,0.2793608743090319
48820,384302,5,0.26089159210725765
48820,342530,6,0.2451860999080491
48820,137697,7,0.21255991683175365
48820,310944,8,0.2006325097456902
48820,162139,9,0.17228766539337345
48820,420960,10,0.17054269935492153
