user_id,item_id,rank_position,recommendation_score
1879,38965,1,0.5489777276302388
1879,252319,2,0.262501053772854
1879,283115,3,0.2552373349478619
1879,241555,4,0.17294298196842758
1879,9877,5,0.12049868965925226
1879,119736,6,0.09247747690431503
1879,461686,7,0.08600439682986746
1879,239006,8,0.08311361053176008
1879,444190,9,0.07907365948444023
1879,248455,10,0.07724248872367782
2194,9877,1,0.09534385594248977
2194,48030,2,0.08902186235780639
2194,369158,3,0.08641622041739644
2194,119736,4,0.07934808464334162
2194,456056,5,0.0505149422980758
2194,464731,6,0.05043932296372614
2194,461686,7,0.04861281554759141
2194,186702,8,0.04710077834091621
2194,318333,9,0.04009027872042324
2194,179601,10,0.037243766233503096
6699,369158,1,0.9488099433612507
6699,48030,2,0.6524321129703394
6699,318333,3,0.5828940952895603
6699,9877,4,0.5157874513904178
6699,46156,5,0.4365438396816587
6699,198209,6,0.4324485424441117
6699,37029,7,0.4199652801942961
6699,119736,8,0.41708982210652296
6699,186702,9,0.3950221670759439
6699,268883,10,0.3721158968646555
9535,461686,1,0.09320438589627682
9535,9877,2,0.06457947508809446
9535,320130,3,0.054178428309201464
9535,248455,4,0.051311419113874546
9535,384302,5,0.04632970170363758
9535,166306,6,0.04164158513552754
9535,310944,7,0.038747647458570206
9535,228644,8,0.03764407804338372
9535,190000,9,0.03459387683145413
9535,197642,10,0.03380466882946806
12579,445351,1,0.7034710258863769
12579,355994,2,0.5510283071973103
12579,441852,3,0.4091486582935115
12579,409804,4,0.40290285924125624
12579,37029,5,0.37292432047975044
12579,11279,6,0.35753522414793193
12579,465522,7,0.3486301833259988
12579,439963,8,0.33469355822218766
12579,268883,9,0.3163297678085479
12579,119736,10,0.30046872497533217
17676,248455,1,2.4603340253449626
17676,213834,2,2.237271008188379
17676,9877,3,1.6823146412826149
17676,445351,4,1.62296580081049
17676,190000,5,1.6164071672721552
17676,119736,6,1.3724385894270847
17676,109583,7,1.249771599202163
17676,282385,8,1.2199276952101936
17676,48030,9,1.2009714628228267
17676,342530,10,1.1417234653228312
21395,409804,1,0.15016193792068086
21395,446820,2,0.06397071306704488
21395,12217,3,0.06187191953742122
21395,272770,4,0.053361235234715934
21395,420960,5,0.04536752714149588
21395,345694,6,0.0420101082653968
21395,36810,7,0.041648084759027613
21395,248605,8,0.040345066971772904
21395,455183,9,0.03781778860435736
21395,162139,10,0.03672265438291816
21712,9877,1,0.06354900749502398
21712,48030,2,0.0504603156326073
21712,369158,3,0.04059488968053951
21712,461686,4,0.03686335496031233
21712,464731,5,0.033008784809770174
21712,65273,6,0.029822363606774163
21712,228644,7,0.025786151506529686
21712,204494,8,0.025222132653871025
21712,179601,9,0.02397623453219306
21712,456056,10,0.023732055715927767
33604,272527,1,11.080457247785963
33604,22436,2,0.4934625822501092
33604,37254,3,0.030590036567135687
33604,409804,4,0.027967219834044887
33604,277139,5,0.02318678707923539
33604,411886,6,0.022838706382762832
33604,65580,7,0.022616265916497718
33604,424515,8,0.021599119992457533
33604,143418,9,0.018229240157809978
33604,120098,10,0.01812246648133587
38015,65273,1,0.7814343038091743
38015,198209,2,0.7808641002722979
38015,46156,3,0.6919504052793884
38015,109583,4,0.6167486370468508
38015,369158,5,0.5054790442828573
