user_id,item_id,rank_position,recommendation_score
1879,38965,1,0.2652590817327665
1879,283115,2,0.16649279245042303
1879,252319,3,0.16376401749007194
1879,318333,4,0.11832986502020326
1879,119736,5,0.11721500434665887
1879,241555,6,0.10656122897765219
1879,9877,7,0.0894448351051878
1879,137697,8,0.08656028419814618
1879,342530,9,0.08650022605843086
1879,162139,10,0.08646425175336639
2194,9877,1,0.08032736613118202
2194,48030,2,0.08011292109308897
2194,119736,3,0.07765189279216997
2194,387373,4,0.057172560198477315
2194,369158,5,0.05643951015489288
2194,46156,6,0.05036161455974698
2194,23762,7,0.05020371002430457
2194,144704,8,0.04885277438298478
2194,204494,9,0.046160119224937984
2194,420960,10,0.04571079830325253
6699,46156,1,1.1266850440751894
6699,387373,2,0.9019452040885116
6699,37029,3,0.7266954684231485
6699,9877,4,0.6987710413826413
6699,48030,5,0.6949081578344634
6699,314789,6,0.686427490647334
6699,369447,7,0.6727417958899921
6699,369158,8,0.6653858916324916
6699,144704,9,0.6587930519752155
6699,115258,10,0.6013689897321086
9535,461686,1,0.07577606177920149
9535,9877,2,0.054811145492337815
9535,166306,3,0.046420848062788796
9535,48030,4,0.04331593767724617
9535,228644,5,0.0420159046974719
9535,384302,6,0.04175554559960862
9535,310944,7,0.03850082570051125
9535,204494,8,0.037871769866577
9535,248455,9,0.03767559147904597
9535,197642,10,0.03630954254763515
12579,445351,1,0.8194830027306078
12579,355994,2,0.6115153494959306
12579,441852,3,0.43754230707947084
12579,37029,4,0.40070040515116206
12579,409804,5,0.357448880001793
12579,268883,6,0.32792438720081596
12579,11279,7,0.32318337087441285
12579,465522,8,0.3211276952013224
12579,439963,9,0.31366811853909915
12579,119736,10,0.3089896157883456
17676,213834,1,2.3560588095248014
17676,248455,2,2.328974600075488
17676,109583,3,1.918024151208982
17676,9877,4,1.6193573625409714
17676,445351,5,1.5246542406204457
17676,282385,6,1.4483050189390134
17676,345279,7,1.4235298234677092
17676,190000,8,1.3846409383365816
17676,268883,9,1.2387192661900015
17676,119736,10,1.1649529436952617
21395,409804,1,0.1612674585080561
21395,446820,2,0.08101823662586193
21395,12217,3,0.049729455491142285
21395,36810,4,0.04443059390304384
