user_id,item_id,rank_position,recommendation_score
1879,38965,1,0.2665421571757912
1879,318333,2,0.13696553077066725
1879,283115,3,0.13502872147873798
1879,252319,4,0.13254419904094436
1879,119736,5,0.12603385109261375
1879,461686,6,0.09551995313986167
1879,241555,7,0.09272099535807346
1879,312728,8,0.07988381709287566
1879,248455,9,0.07657198893014813
1879,172894,10,0.07585755927174878
2194,119736,1,0.08479988660899145
2194,48030,2,0.0772663710037763
2194,9877,3,0.06812434617234119
2194,369158,4,0.053340071288416925
2194,420960,5,0.04695339321311156
2194,387373,6,0.04468101783339223
2194,144704,7,0.04398065712937295
2194,17478,8,0.04386620171213022
2194,23762,9,0.04354452118202802
2194,204494,10,0.041768736187552356
6699,46156,1,0.939248722753907
6699,387373,2,0.8174219988452176
6699,48030,3,0.6987552232213411
6699,144704,4,0.6557135869379603
6699,37029,5,0.6462717341735749
6699,314789,6,0.6369489189916168
6699,369447,7,0.6326679673537283
6699,369158,8,0.6088989049384727
6699,9877,9,0.591030289519991
6699,115258,10,0.5535883125987784
9535,461686,1,0.09081995984612637
9535,9877,2,0.0665490361663417
9535,320130,3,0.057509060963229254
9535,248455,4,0.04861532061714474
9535,384302,5,0.04687104524559846
9535,166306,6,0.042189882773849
9535,310944,7,0.03949693232549777
9535,228644,8,0.03746038754046556
9535,342530,9,0.035445781159907756
9535,197642,10,0.03419875056260026
12579,445351,1,0.76241780737363
12579,355994,2,0.5360620713181076
12579,441852,3,0.4135686487753363
12579,37029,4,0.4123724727275241
12579,409804,5,0.38037385432269444
12579,465522,6,0.34589001160080984
12579,11279,7,0.33660194615218075
12579,109583,8,0.3306615674569009
12579,268883,9,0.3216067016424873
12579,439963,10,0.31966104417001306
17676,248455,1,2.5885995740031644
17676,213834,2,2.284415128255296
17676,445351,3,1.8174787630665334
17676,190000,4,1.6449269904366237
17676,9877,5,1.5226970138304767
17676,109583,6,1.4791229549981508
17676,119736,7,1.3267145035687438
17676,345279,8,1.2309948096896306
17676,282385,9,1.2040183959363404
17676,268883,10,1.2029914606424057
21395,409804,1,0.16596654596682192
21395,446820,2,0.08256815217488432
21395,272770,3,0.06904349729699978
21395,162139,4,0.0685371310366885
21395,12217,5,0.05235199349920702
21395,339703,6,0.049684012770580675
21395,157743,7,0.041997731076450884
21395,36810,8,0.04164010902120033
21395,455183,9,0.04136384831743205
21395,248605,10,0.03854096005246867
21712,9877,1,0.060691639786336044
21712,48030,2,0.052859573785577624
21712,369158,3,0.03548693166544542
21712,65273,4,0.03444718610937577
21712,464731,5,0.03345737245886382
21712,461686,6,0.032783677727472996
21712,204494,7,0.026651426193530465
21712,228644,8,0.025389116465016463
21712,444593,9,0.024493158191982216
21712,167126,10,0.022704297083630743
33604,272527,1,11.080445520296909
33604,22436,2,0.49418357262777046
33604,37254,3,0.03324346865241468
33604,409804,4,0.027845106192709173
33604,411886,5,0.026167710644502448
33604,65580,6,0.02476775308804253
33604,277139,7,0.024565613582420664
