user_id,item_id,rank_position,recommendation_score
1879,38965,1,0.5223870159932572
1879,252319,2,0.29434554256113693
1879,283115,3,0.2916270460667876
1879,241555,4,0.19773911245989256
1879,9877,5,0.13856759818901299
1879,162139,6,0.11113257122546319
1879,318333,7,0.10647687103166051
1879,248455,8,0.10156244360784067
1879,57245,9,0.10032672347290277
1879,137697,10,0.09864746670977796
2194,119736,1,0.08344571201114381
2194,48030,2,0.0779686187793517
2194,9877,3,0.06389248789547543
2194,369158,4,0.05110535938421297
2194,420960,5,0.04898402531002778
2194,387373,6,0.04706135461516774
2194,23762,7,0.04578580550243275
2194,17478,8,0.04522734391569895
2194,144704,9,0.04507433534751232
2194,204494,10,0.04295025029705541
6699,46156,1,1.202705768048182
6699,387373,2,0.8967766249536604
6699,314789,3,0.710254680648749
6699,144704,4,0.6882767600819996
6699,369447,5,0.6702059070758699
6699,115258,6,0.6142287253975642
6699,315543,7,0.6089491036593158
6699,85579,8,0.5872520681381713
6699,37029,9,0.5741470939623337
6699,23762,10,0.5234998879165726
9535,461686,1,0.06464089830509447
9535,320130,2,0.060458728248899904
9535,9877,3,0.05439092808134585
9535,119736,4,0.04452648389368333
9535,248455,5,0.03249010599121812
9535,384302,6,0.03194022413218251
9535,420960,7,0.030376302152890756
9535,342530,8,0.028065835405110328
9535,310944,9,0.02622248457743243
9535,48030,10,0.024994477368457467
12579,445351,1,0.7415105652728249
12579,355994,2,0.5556280522017158
12579,441852,3,0.4321983324492834
12579,37029,4,0.3504562590835657
12579,465522,5,0.34730422045137704
12579,11279,6,0.3471293094293476
12579,409804,7,0.34519930429140316
12579,439963,8,0.3200156767743608
12579,109583,9,0.30767824296614327
12579,268883,10,0.2966817332229533
17676,213834,1,2.3369991123831415
17676,248455,2,2.278514733875357
17676,109583,3,1.8489072409231047
17676,445351,4,1.7736996804821425
17676,9877,5,1.7096380129306405
17676,345279,6,1.4291442594724224
17676,119736,7,1.397071732880838
17676,190000,8,1.3305610921460507
17676,282385,9,1.2341832925943774
17676,46156,10,1.1449071645912838
21395,409804,1,0.13945124714256366
21395,446820,2,0.07632441834583853
21395,12217,3,0.049139327406541
21395,36810,4,0.04313895917915095
21395,420960,5,0.0390227006387033
21395,248605,6,0.03810939332149661
21395,345694,7,0.037340960738273046
21395,238766,8,0.03480044986718088
21395,455183,9,0.034634754874755314
21395,448601,10,0.032679593975133855
21712,9877,1,0.057034137688974085
21712,48030,2,0.05304262385486436
21712,65273,3,0.034894608684872624
21712,369158,4,0.03316636460652501
21712,464731,5,0.03215503986586086
21712,461686,6,0.028220656583938155
21712,204494,7,0.026422274819166997
21712,228644,8,0.024358843155420647
21712,445351,9,0.02393289481919192
21712,444593,10,0.023577788585355353
33604,272527,1,11.080101193293997
33604,417464,2,0.9625345176559744
33604,37254,3,0.03554394029941875
33604,409804,4,0.03271014813550734
33604,411886,5,0.028182629847657483
33604,65580,6,0.026868254420757305
33604,198209,7,0.02595830525135216
33604,277139,8,0.02574950204496546
33604,424515,9,0.02525258278651719
33604,139515,10,0.021737045371366486
38015,46156,1,1.155962772143412
38015,369447,2,0.6771566684831369
38015,315543,3,0.5897994732374713
38015,314789,4,0.574580696741233
38015,198209,5,0.5721463165616648
38015,144704,6,0.5469034825371717
38015,280375,7,0.5456548310025207
38015,65273,8,0.5081652009488049
38015,85579,9,0.4783572422360723
38015,109583,10,0.4624815838086397
42552,65273,1,0.0790680858209629
42552,198209,2,0.06966664067727803
42552,316753,3,0.05613923771844227
42552,339703,4,0.03469225856137936
42552,369447,5,0.034533671647848437
42552,98899,6,0.0298907710121739
42552,61303,7,0.025335152050688085
42552,446820,8,0.021165748484179125
42552,22436,9,0.019690517825399736
42552,133907,10,0.01689531291647278
45018,37254,1,2.4366480975205262
45018,20968,2,2.3544055253909746
45018,411886,3,1.9553216766057735
45018,65580,4,1.9090110338656328
45018,277139,5,1.8206080223663597
45018,424515,6,1.7630717026014648
45018,546,7,1.7443934375836017
45018,390799,8,1.6542686152030732
45018,198209,9,1.6107620123269535
45018,456056,10,1.5933938924364344
46535,369158,1,0.6908015402630585
46535,318333,2,0.6232685233605679
46535,213834,3,0.5166340590226294
46535,109583,4,0.45807087669259783
46535,445351,5,0.3925438326121556
46535,546,6,0.3865387286225056
46535,268883,7,0.3795946128674818
46535,338395,8,0.36894990372003283
46535,186702,9,0.35276401976099236
46535,355994,10,0.3314790685986526
48820,461686,1,0.5527521473165656
48820,320130,2,0.43701679988617487
48820,248455,3,0.41830802299432507
48820,190000,4,0.3049739440700391
48820,342530,5,0.2787911048378625
48820,384302,6,0.26340713128125165
48820,137697,7,0.2400355999071258
48820,162139,8,0.2260485409912946
48820,310944,9,0.20831040434485107
48820,166306,10,0.17634334325447168
53842,198209,1,5.0629009519072685
53842,65273,2,3.9796122666588634
53842,17478,3,3.7641044520935276
53842,316753,4,2.9806104278436623
